week,group,mouse,weight,sex
61,group 3,144,29.3,female
62,group 3,144,28.2,female
63,group 3,144,28.8,female
64,group 3,144,27.3,female
1,group 3,145,14.2,female
2,group 3,145,17.9,female
3,group 3,145,18.8,female
4,group 3,145,19.2,female
5,group 3,145,19.7,female
6,group 3,145,19.8,female
7,group 3,145,21.7,female
8,group 3,145,21.5,female
9,group 3,145,22.4,female
10,group 3,145,24,female
11,group 3,145,25.3,female
12,group 3,145,23.5,female
13,group 3,145,23.7,female
14,group 3,145,23.3,female
15,group 3,145,25.2,female
16,group 3,145,27.1,female
17,group 3,145,27,female
18,group 3,145,27.6,female
19,group 3,145,26.6,female
20,group 3,145,28.1,female
21,group 3,145,28.8,female
22,group 3,145,30,female
23,group 3,145,28.2,female
24,group 3,145,30.7,female
25,group 3,145,31.8,female
26,group 3,145,30.6,female
27,group 3,145,31.6,female
28,group 3,145,32.8,female
29,group 3,145,30.9,female
30,group 3,145,31.9,female
31,group 3,145,34,female
32,group 3,145,33.2,female
33,group 3,145,32.3,female
34,group 3,145,32.8,female
35,group 3,145,34.3,female
36,group 3,145,34.3,female
37,group 3,145,33.3,female
38,group 3,145,33.1,female
39,group 3,145,33.7,female
40,group 3,145,33.8,female
41,group 3,145,32.6,female
42,group 3,145,33.7,female
43,group 3,145,35.1,female
44,group 3,145,34.8,female
45,group 3,145,36,female
46,group 3,145,37.7,female
47,group 3,145,36.2,female
48,group 3,145,36.9,female
49,group 3,145,37.9,female
50,group 3,145,36.5,female
51,group 3,145,37.8,female
1,group 3,146,14.1,female
2,group 3,146,17.5,female
3,group 3,146,18.4,female
4,group 3,146,19,female
5,group 3,146,20.5,female
6,group 3,146,21.6,female
7,group 3,146,21,female
8,group 3,146,25.2,female
9,group 3,146,23.4,female
10,group 3,146,23.7,female
11,group 3,146,24.9,female
12,group 3,146,23.4,female
13,group 3,146,24.2,female
14,group 3,146,23.6,female
15,group 3,146,23.8,female
16,group 3,146,24.5,female
17,group 3,146,24.4,female
18,group 3,146,25.2,female
19,group 3,146,27.8,female
20,group 3,146,27.3,female
21,group 3,146,25.9,female
22,group 3,146,27,female
23,group 3,146,28,female
24,group 3,146,26.1,female
25,group 3,146,26.4,female
26,group 3,146,27.1,female
27,group 3,146,25.5,female
28,group 3,146,25.5,female
29,group 3,146,24.7,female
30,group 3,146,24.5,female
31,group 3,146,24,female
32,group 3,146,23.7,female
33,group 3,146,25.4,female
34,group 3,146,24.8,female
35,group 3,146,24.7,female
36,group 3,146,26.4,female
37,group 3,146,25.3,female
38,group 3,146,25.5,female
39,group 3,146,25.4,female
40,group 3,146,25.5,female
41,group 3,146,26.5,female
42,group 3,146,26.1,female
43,group 3,146,25.5,female
44,group 3,146,26.7,female
45,group 3,146,26,female
46,group 3,146,26.6,female
47,group 3,146,26.4,female
48,group 3,146,26.4,female
49,group 3,146,26.8,female
50,group 3,146,25.8,female
51,group 3,146,26.9,female
1,group 3,147,14.7,female
2,group 3,147,16.4,female
3,group 3,147,17.4,female
4,group 3,147,18.7,female
5,group 3,147,18.4,female
6,group 3,147,18.8,female
7,group 3,147,20.2,female
8,group 3,147,20.1,female
9,group 3,147,21.1,female
10,group 3,147,22.2,female
11,group 3,147,22.5,female
12,group 3,147,22.1,female
13,group 3,147,23,female
14,group 3,147,21.7,female
15,group 3,147,22.7,female
16,group 3,147,23,female
17,group 3,147,22.7,female
18,group 3,147,21.7,female
19,group 3,147,24.5,female
20,group 3,147,23.6,female
21,group 3,147,22.3,female
22,group 3,147,23.8,female
23,group 3,147,22.4,female
24,group 3,147,23.2,female
25,group 3,147,23.9,female
26,group 3,147,23,female
27,group 3,147,21.8,female
28,group 3,147,21,female
29,group 3,147,19.9,female
30,group 3,147,19,female
31,group 3,147,21.1,female
32,group 3,147,21,female
33,group 3,147,20.6,female
34,group 3,147,21.2,female
35,group 3,147,20.5,female
36,group 3,147,20.2,female
37,group 3,147,19.4,female
38,group 3,147,19,female
39,group 3,147,18.9,female
40,group 3,147,19.6,female
41,group 3,147,19.5,female
42,group 3,147,19.5,female
43,group 3,147,19.3,female
44,group 3,147,19.5,female
45,group 3,147,18.9,female
46,group 3,147,18.8,female
1,group 3,148,16.7,female
2,group 3,148,19.1,female
3,group 3,148,20.1,female
4,group 3,148,21.3,female
5,group 3,148,22.2,female
6,group 3,148,22.7,female
7,group 3,148,22.8,female
8,group 3,148,25,female
9,group 3,148,25.9,female
10,group 3,148,24.8,female
11,group 3,148,25.1,female
12,group 3,148,26.3,female
13,group 3,148,24.6,female
14,group 3,148,26.4,female
15,group 3,148,27.5,female
16,group 3,148,26,female
17,group 3,148,26.6,female
18,group 3,148,27.7,female
19,group 3,148,27.5,female
20,group 3,148,28.4,female
21,group 3,148,27.3,female
22,group 3,148,28.5,female
23,group 3,148,28.6,female
24,group 3,148,31.2,female
25,group 3,148,29.1,female
26,group 3,148,29.2,female
27,group 3,148,28.9,female
28,group 3,148,29.8,female
29,group 3,148,30.2,female
30,group 3,148,27.9,female
31,group 3,148,29.3,female
32,group 3,148,28.7,female
33,group 3,148,28.5,female
34,group 3,148,27.7,female
35,group 3,148,29.6,female
36,group 3,148,27.9,female
37,group 3,148,28,female
38,group 3,148,29.3,female
39,group 3,148,28.8,female
40,group 3,148,27.7,female
41,group 3,148,28.8,female
42,group 3,148,30,female
43,group 3,148,28.8,female
44,group 3,148,31,female
45,group 3,148,32.1,female
46,group 3,148,32.4,female
47,group 3,148,33.1,female
48,group 3,148,33.8,female
49,group 3,148,34.4,female
50,group 3,148,35.2,female
51,group 3,148,35.1,female
1,group 3,149,17.1,female
2,group 3,149,20,female
3,group 3,149,21.5,female
4,group 3,149,24.4,female
5,group 3,149,24.5,female
6,group 3,149,25,female
7,group 3,149,24.8,female
8,group 3,149,30.1,female
9,group 3,149,31.2,female
10,group 3,149,28.7,female
11,group 3,149,30.1,female
12,group 3,149,31.1,female
13,group 3,149,32.2,female
14,group 3,149,32.8,female
15,group 3,149,34,female
16,group 3,149,31.9,female
17,group 3,149,34.5,female
18,group 3,149,33.9,female
19,group 3,149,37.9,female
20,group 3,149,36.9,female
21,group 3,149,37.2,female
22,group 3,149,38.8,female
23,group 3,149,37.1,female
24,group 3,149,36.9,female
25,group 3,149,37,female
26,group 3,149,41.6,female
27,group 3,149,41.7,female
28,group 3,149,42,female
29,group 3,149,39.4,female
30,group 3,149,41.9,female
31,group 3,149,44.2,female
32,group 3,149,44.8,female
33,group 3,149,46.1,female
34,group 3,149,44.7,female
35,group 3,149,47.5,female
36,group 3,149,48.4,female
37,group 3,149,46.2,female
38,group 3,149,48.4,female
39,group 3,149,49.1,female
40,group 3,149,46.3,female
41,group 3,149,48.3,female
42,group 3,149,47.7,female
43,group 3,149,51.5,female
44,group 3,149,54,female
45,group 3,149,53.5,female
46,group 3,149,52.3,female
47,group 3,149,52.9,female
48,group 3,149,53.8,female
49,group 3,149,53.2,female
50,group 3,149,52.9,female
51,group 3,149,53.3,female
1,group 3,150,15.5,female
2,group 3,150,16.6,female
3,group 3,150,17.9,female
4,group 3,150,19.2,female
5,group 3,150,19.5,female
6,group 3,150,18,female
7,group 3,150,18.3,female
8,group 3,150,20.9,female
9,group 3,150,21.4,female
10,group 3,150,20.4,female
11,group 3,150,21.6,female
12,group 3,150,21.4,female
13,group 3,150,29.2,female
14,group 3,150,21.6,female
15,group 3,150,22.3,female
16,group 3,150,23,female
17,group 3,150,23.9,female
18,group 3,150,24.3,female
19,group 3,150,23,female
20,group 3,150,24.8,female
21,group 3,150,25.6,female
22,group 3,150,25.3,female
23,group 3,150,25.5,female
24,group 3,150,25.9,female
25,group 3,150,25.5,female
26,group 3,150,26.8,female
27,group 3,150,25,female
28,group 3,150,25.8,female
29,group 3,150,25.1,female
30,group 3,150,25.9,female
31,group 3,150,23.2,female
32,group 3,150,22.7,female
33,group 3,150,25.2,female
34,group 3,150,24.9,female
35,group 3,150,23.8,female
36,group 3,150,24.4,female
37,group 3,150,25.9,female
38,group 3,150,25.6,female
39,group 3,150,24.5,female
40,group 3,150,24.6,female
41,group 3,150,25.7,female
42,group 3,150,24.9,female
43,group 3,150,26.8,female
44,group 3,150,28.4,female
45,group 3,150,28.4,female
46,group 3,150,27.9,female
47,group 3,150,30,female
48,group 3,150,30.7,female
49,group 3,150,29.2,female
50,group 3,150,30.7,female
51,group 3,150,31.7,female
1,group 3,151,14.7,female
2,group 3,151,18.1,female
3,group 3,151,19.6,female
4,group 3,151,20.9,female
5,group 3,151,22.5,female
6,group 3,151,21.7,female
7,group 3,151,23.6,female
8,group 3,151,28.1,female
9,group 3,151,28.8,female
10,group 3,151,28.4,female
11,group 3,151,30,female
12,group 3,151,27.8,female
13,group 3,151,20.4,female
14,group 3,151,31.1,female
15,group 3,151,29.6,female
16,group 3,151,30.4,female
17,group 3,151,30.6,female
18,group 3,151,32.9,female
19,group 3,151,33.2,female
20,group 3,151,32.2,female
21,group 3,151,34.3,female
22,group 3,151,33.5,female
23,group 3,151,34.5,female
24,group 3,151,35,female
25,group 3,151,32.2,female
26,group 3,151,34.5,female
27,group 3,151,33.6,female
28,group 3,151,34,female
29,group 3,151,34.8,female
30,group 3,151,33.5,female
31,group 3,151,35.3,female
32,group 3,151,35.5,female
33,group 3,151,37.9,female
34,group 3,151,38.6,female
35,group 3,151,37.7,female
36,group 3,151,39,female
37,group 3,151,38.8,female
38,group 3,151,38.2,female
39,group 3,151,38.5,female
40,group 3,151,35.6,female
41,group 3,151,39.2,female
42,group 3,151,40.4,female
43,group 3,151,38.8,female
44,group 3,151,41.1,female
45,group 3,151,40.1,female
46,group 3,151,42.4,female
47,group 3,151,42.3,female
48,group 3,151,42.8,female
49,group 3,151,42.4,female
50,group 3,151,41,female
51,group 3,151,42.2,female
1,group 3,152,16,female
2,group 3,152,18.1,female
3,group 3,152,18.3,female
4,group 3,152,18.7,female
5,group 3,152,19.5,female
6,group 3,152,19.4,female
7,group 3,152,19.3,female
8,group 3,152,21.9,female
9,group 3,152,21.5,female
10,group 3,152,23.7,female
11,group 3,152,22.3,female
12,group 3,152,22.4,female
13,group 3,152,22.6,female
14,group 3,152,22.7,female
15,group 3,152,23.3,female
16,group 3,152,23,female
17,group 3,152,24.7,female
18,group 3,152,23.8,female
19,group 3,152,25.5,female
20,group 3,152,25.1,female
21,group 3,152,24.6,female
22,group 3,152,26,female
23,group 3,152,27,female
24,group 3,152,25.1,female
25,group 3,152,26.1,female
26,group 3,152,26.2,female
27,group 3,152,27.1,female
28,group 3,152,25.3,female
29,group 3,152,25.5,female
30,group 3,152,26,female
31,group 3,152,27.3,female
32,group 3,152,26.9,female
33,group 3,152,25.9,female
34,group 3,152,25.8,female
35,group 3,152,26.1,female
36,group 3,152,27.7,female
37,group 3,152,27.3,female
38,group 3,152,26.7,female
39,group 3,152,25.2,female
40,group 3,152,24.5,female
41,group 3,152,26.6,female
42,group 3,152,27.7,female
43,group 3,152,26.7,female
44,group 3,152,27.9,female
45,group 3,152,29.1,female
46,group 3,152,28.8,female
47,group 3,152,30.2,female
48,group 3,152,31.4,female
49,group 3,152,30,female
50,group 3,152,29.4,female
51,group 3,152,31.1,female
1,group 3,153,16,female
2,group 3,153,18.8,female
3,group 3,153,19,female
4,group 3,153,19.6,female
5,group 3,153,20.9,female
6,group 3,153,22.3,female
7,group 3,153,23.2,female
8,group 3,153,21.1,female
9,group 3,153,23.9,female
10,group 3,153,25.7,female
11,group 3,153,25.3,female
12,group 3,153,25.1,female
13,group 3,153,23.6,female
14,group 3,153,25.5,female
15,group 3,153,25,female
16,group 3,153,26.7,female
17,group 3,153,28,female
18,group 3,153,28.3,female
19,group 3,153,27,female
20,group 3,153,28.3,female
21,group 3,153,29.9,female
22,group 3,153,30.4,female
23,group 3,153,27.7,female
24,group 3,153,30,female
25,group 3,153,30.1,female
26,group 3,153,28.2,female
1,group 3,154,16.9,female
2,group 3,154,19.8,female
3,group 3,154,20.1,female
4,group 3,154,21.3,female
5,group 3,154,22.2,female
6,group 3,154,23.4,female
7,group 3,154,25.2,female
8,group 3,154,21.1,female
9,group 3,154,25,female
10,group 3,154,27.2,female
11,group 3,154,28.5,female
12,group 3,154,26.9,female
13,group 3,154,27,female
14,group 3,154,29,female
15,group 3,154,30.3,female
16,group 3,154,28.3,female
17,group 3,154,28.8,female
18,group 3,154,30.4,female
19,group 3,154,32.8,female
20,group 3,154,30.5,female
21,group 3,154,32.5,female
22,group 3,154,34,female
23,group 3,154,30.9,female
24,group 3,154,31.8,female
25,group 3,154,32.9,female
26,group 3,154,31.7,female
1,group 3,155,15,female
2,group 3,155,17.7,female
3,group 3,155,18.9,female
4,group 3,155,19.1,female
5,group 3,155,21,female
6,group 3,155,19.9,female
7,group 3,155,22.2,female
8,group 3,155,27.5,female
9,group 3,155,24.6,female
10,group 3,155,24.5,female
11,group 3,155,23.9,female
12,group 3,155,26.4,female
13,group 3,155,24.5,female
14,group 3,155,27.3,female
15,group 3,155,26.1,female
16,group 3,155,27.1,female
17,group 3,155,27.9,female
18,group 3,155,27.9,female
19,group 3,155,29.6,female
20,group 3,155,29.1,female
21,group 3,155,29.2,female
22,group 3,155,31.4,female
23,group 3,155,31.6,female
24,group 3,155,29.5,female
25,group 3,155,31.7,female
26,group 3,155,33.5,female
1,group 3,156,16.7,female
2,group 3,156,20.2,female
3,group 3,156,20.3,female
4,group 3,156,21.8,female
5,group 3,156,23.1,female
6,group 3,156,21.7,female
7,group 3,156,24.2,female
8,group 3,156,25.1,female
9,group 3,156,23.9,female
10,group 3,156,26.6,female
11,group 3,156,27.6,female
12,group 3,156,26.1,female
13,group 3,156,26.2,female
14,group 3,156,28.5,female
15,group 3,156,27.3,female
16,group 3,156,28.8,female
17,group 3,156,27.3,female
18,group 3,156,28.7,female
19,group 3,156,28.2,female
20,group 3,156,30.1,female
21,group 3,156,31.3,female
22,group 3,156,29.8,female
23,group 3,156,31.2,female
24,group 3,156,31.2,female
25,group 3,156,31.7,female
26,group 3,156,32.5,female
1,group 3,157,14.3,female
2,group 3,157,16.6,female
3,group 3,157,18,female
4,group 3,157,19,female
5,group 3,157,18.9,female
6,group 3,157,20,female
7,group 3,157,22.3,female
8,group 3,157,22.4,female
9,group 3,157,21.9,female
10,group 3,157,24.8,female
11,group 3,157,24.6,female
12,group 3,157,22.4,female
13,group 3,157,23.8,female
14,group 3,157,25.4,female
15,group 3,157,23.6,female
16,group 3,157,26.6,female
17,group 3,157,27.6,female
18,group 3,157,28.2,female
19,group 3,157,30.2,female
20,group 3,157,27.5,female
21,group 3,157,27,female
22,group 3,157,29.3,female
23,group 3,157,26.4,female
24,group 3,157,26.3,female
25,group 3,157,27.7,female
26,group 3,157,26.3,female
1,group 3,158,14.4,female
2,group 3,158,17.2,female
3,group 3,158,18.1,female
4,group 3,158,18.7,female
5,group 3,158,19.4,female
6,group 3,158,19.6,female
7,group 3,158,20,female
8,group 3,158,26.6,female
9,group 3,158,22.3,female
10,group 3,158,21.8,female
11,group 3,158,21.8,female
12,group 3,158,23.7,female
13,group 3,158,21.9,female
14,group 3,158,23,female
15,group 3,158,24,female
16,group 3,158,23.5,female
17,group 3,158,24,female
18,group 3,158,23.2,female
19,group 3,158,25.2,female
20,group 3,158,26.7,female
21,group 3,158,25.7,female
22,group 3,158,25.4,female
23,group 3,158,26.2,female
24,group 3,158,27.9,female
25,group 3,158,25.5,female
26,group 3,158,26.8,female
1,group 3,159,16.3,female
2,group 3,159,20.2,female
3,group 3,159,21.5,female
4,group 3,159,23,female
5,group 3,159,22.9,female
6,group 3,159,23.4,female
7,group 3,159,25.4,female
8,group 3,159,21.9,female
9,group 3,159,26.6,female
10,group 3,159,28.3,female
11,group 3,159,30.2,female
12,group 3,159,27.8,female
13,group 3,159,28.7,female
14,group 3,159,30.8,female
15,group 3,159,32.9,female
16,group 3,159,31.5,female
17,group 3,159,32.9,female
18,group 3,159,34.4,female
19,group 3,159,36.2,female
20,group 3,159,34.8,female
21,group 3,159,34.3,female
22,group 3,159,36,female
23,group 3,159,35.2,female
24,group 3,159,33.9,female
25,group 3,159,35.9,female
26,group 3,159,38,female
1,group 3,160,16.1,female
2,group 3,160,19.2,female
3,group 3,160,20.7,female
4,group 3,160,21.2,female
5,group 3,160,20.9,female
6,group 3,160,23.6,female
7,group 3,160,25.4,female
8,group 3,160,26.5,female
9,group 3,160,25.6,female
10,group 3,160,28.1,female
11,group 3,160,28.8,female
12,group 3,160,26.5,female
13,group 3,160,27.4,female
14,group 3,160,29.4,female
15,group 3,160,31.5,female
16,group 3,160,33.2,female
17,group 3,160,32.5,female
18,group 3,160,29.3,female
19,group 3,160,32.4,female
20,group 3,160,31.4,female
21,group 3,160,29.4,female
22,group 3,160,32.2,female
23,group 3,160,32.8,female
24,group 3,160,30.7,female
25,group 3,160,32.9,female
26,group 3,160,33.1,female
1,group 3,161,18.7,male
2,group 3,161,23.5,male
3,group 3,161,25.6,male
4,group 3,161,27.6,male
5,group 3,161,29.7,male
6,group 3,161,29.4,male
7,group 3,161,32.8,male
8,group 3,161,32.7,male
9,group 3,161,32.9,male
10,group 3,161,35,male
11,group 3,161,36.8,male
12,group 3,161,36.5,male
13,group 3,161,36.6,male
14,group 3,161,36.8,male
15,group 3,161,36.4,male
16,group 3,161,39.7,male
17,group 3,161,40.7,male
18,group 3,161,39.4,male
19,group 3,161,42.1,male
20,group 3,161,38.3,male
21,group 3,161,40.2,male
22,group 3,161,38.6,male
23,group 3,161,38.5,male
24,group 3,161,39.3,male
25,group 3,161,36.8,male
26,group 3,161,39.2,male
27,group 3,161,40.2,male
28,group 3,161,40.2,male
29,group 3,161,42.6,male
30,group 3,161,41.2,male
31,group 3,161,42.1,male
32,group 3,161,41.5,male
33,group 3,161,40.1,male
34,group 3,161,41.3,male
35,group 3,161,43.8,male
36,group 3,161,45.3,male
37,group 3,161,43.9,male
38,group 3,161,44.8,male
39,group 3,161,44.2,male
40,group 3,161,42.7,male
41,group 3,161,44.3,male
42,group 3,161,45.1,male
43,group 3,161,44.5,male
44,group 3,161,44,male
45,group 3,161,42.1,male
46,group 3,161,44.4,male
47,group 3,161,41,male
48,group 3,161,40.1,male
49,group 3,161,41.7,male
50,group 3,161,39.2,male
51,group 3,161,42.9,male
52,group 3,161,46.5,male
53,group 3,161,47.1,male
54,group 3,161,47,male
55,group 3,161,46.9,male
56,group 3,161,44.8,male
57,group 3,161,43.8,male
58,group 3,161,43.2,male
59,group 3,161,45.3,male
60,group 3,161,44.4,male
61,group 3,161,44.8,male
62,group 3,161,43.3,male
63,group 3,161,45.4,male
64,group 3,161,43.9,male
65,group 3,161,44.9,male
66,group 3,161,45,male
67,group 3,161,43.9,male
68,group 3,161,43.6,male
69,group 3,161,42.9,male
70,group 3,161,40.4,male
71,group 3,161,41.3,male
72,group 3,161,41.3,male
73,group 3,161,38.9,male
1,group 3,162,19.6,male
2,group 3,162,23.7,male
3,group 3,162,26.9,male
4,group 3,162,28.3,male
5,group 3,162,31.3,male
6,group 3,162,31.3,male
7,group 3,162,32.2,male
8,group 3,162,33.3,male
9,group 3,162,33.7,male
10,group 3,162,36.4,male
11,group 3,162,35.5,male
12,group 3,162,36.5,male
13,group 3,162,36.2,male
14,group 3,162,37.8,male
15,group 3,162,39,male
16,group 3,162,40.2,male
17,group 3,162,40.5,male
18,group 3,162,39.3,male
19,group 3,162,42.2,male
20,group 3,162,38.2,male
21,group 3,162,39.2,male
22,group 3,162,36.5,male
23,group 3,162,36.4,male
24,group 3,162,37.7,male
25,group 3,162,35.6,male
26,group 3,162,36.4,male
27,group 3,162,33.4,male
28,group 3,162,33.4,male
29,group 3,162,43.2,male
30,group 3,162,44.1,male
31,group 3,162,44.8,male
32,group 3,162,44.2,male
33,group 3,162,46.4,male
34,group 3,162,45.8,male
35,group 3,162,46.5,male
36,group 3,162,47.5,male
37,group 3,162,48,male
38,group 3,162,47.7,male
39,group 3,162,46.1,male
40,group 3,162,45.9,male
41,group 3,162,47.1,male
42,group 3,162,48,male
43,group 3,162,47.9,male
44,group 3,162,48.7,male
45,group 3,162,48.2,male
46,group 3,162,49,male
47,group 3,162,48.6,male
48,group 3,162,47.6,male
49,group 3,162,48.4,male
50,group 3,162,47.7,male
51,group 3,162,47.5,male
52,group 3,162,46.7,male
53,group 3,162,46.5,male
54,group 3,162,46.8,male
55,group 3,162,45.8,male
56,group 3,162,45.7,male
57,group 3,162,45.5,male
58,group 3,162,44.5,male
59,group 3,162,44.2,male
60,group 3,162,44.2,male
61,group 3,162,42.8,male
62,group 3,162,40.8,male
63,group 3,162,39.6,male
64,group 3,162,38.7,male
65,group 3,162,37.9,male
66,group 3,162,38.3,male
67,group 3,162,36.4,male
68,group 3,162,37,male
69,group 3,162,37,male
70,group 3,162,35.7,male
71,group 3,162,36.1,male
72,group 3,162,33.9,male
73,group 3,162,33.8,male
1,group 3,163,19.9,male
2,group 3,163,24.4,male
3,group 3,163,27.4,male
4,group 3,163,29.6,male
5,group 3,163,30.9,male
6,group 3,163,31,male
7,group 3,163,33,male
8,group 3,163,34.3,male
9,group 3,163,35.1,male
10,group 3,163,36.5,male
11,group 3,163,37.4,male
12,group 3,163,36,male
13,group 3,163,34.6,male
14,group 3,163,36.8,male
15,group 3,163,39,male
16,group 3,163,42.2,male
17,group 3,163,39.2,male
18,group 3,163,40.2,male
19,group 3,163,40.7,male
20,group 3,163,40.2,male
21,group 3,163,42,male
22,group 3,163,40.6,male
23,group 3,163,40.1,male
24,group 3,163,41.1,male
25,group 3,163,39.7,male
26,group 3,163,37.4,male
27,group 3,163,41,male
28,group 3,163,41,male
29,group 3,163,41.6,male
30,group 3,163,41.2,male
31,group 3,163,41,male
32,group 3,163,41.1,male
33,group 3,163,42.2,male
34,group 3,163,45.4,male
35,group 3,163,44.8,male
36,group 3,163,46.4,male
37,group 3,163,46.4,male
38,group 3,163,46.5,male
39,group 3,163,45,male
40,group 3,163,46.1,male
41,group 3,163,45.8,male
42,group 3,163,46.7,male
43,group 3,163,46.5,male
44,group 3,163,46.2,male
45,group 3,163,46,male
46,group 3,163,47.9,male
47,group 3,163,47.8,male
48,group 3,163,47.1,male
49,group 3,163,46.2,male
50,group 3,163,45.8,male
51,group 3,163,46.6,male
52,group 3,163,44,male
53,group 3,163,45.5,male
54,group 3,163,45.3,male
55,group 3,163,46.7,male
56,group 3,163,46.3,male
57,group 3,163,46.1,male
58,group 3,163,44.4,male
59,group 3,163,45.9,male
60,group 3,163,42,male
61,group 3,163,44.3,male
62,group 3,163,45.5,male
63,group 3,163,45,male
64,group 3,163,45.4,male
65,group 3,163,43.4,male
66,group 3,163,44,male
1,group 3,164,17.4,male
2,group 3,164,21.5,male
3,group 3,164,23.8,male
4,group 3,164,26,male
5,group 3,164,27.7,male
6,group 3,164,28.2,male
7,group 3,164,31.5,male
8,group 3,164,31.6,male
9,group 3,164,31.5,male
10,group 3,164,32.7,male
11,group 3,164,34.2,male
12,group 3,164,35.3,male
13,group 3,164,34.9,male
14,group 3,164,35.1,male
15,group 3,164,36.4,male
16,group 3,164,37.7,male
17,group 3,164,38.6,male
18,group 3,164,37.7,male
19,group 3,164,39.5,male
20,group 3,164,37.3,male
21,group 3,164,39.3,male
22,group 3,164,37.9,male
23,group 3,164,36.3,male
24,group 3,164,36.3,male
25,group 3,164,37.2,male
26,group 3,164,37.8,male
27,group 3,164,38.3,male
28,group 3,164,38.3,male
29,group 3,164,38,male
30,group 3,164,37.2,male
31,group 3,164,38.5,male
32,group 3,164,36.9,male
33,group 3,164,37.3,male
34,group 3,164,40,male
35,group 3,164,41.3,male
36,group 3,164,42.3,male
37,group 3,164,41.3,male
38,group 3,164,42.2,male
39,group 3,164,39.8,male
40,group 3,164,41.3,male
41,group 3,164,41.5,male
42,group 3,164,42.6,male
43,group 3,164,43.3,male
44,group 3,164,42.8,male
45,group 3,164,42.6,male
46,group 3,164,42,male
47,group 3,164,43,male
48,group 3,164,43.9,male
49,group 3,164,44.2,male
50,group 3,164,41.3,male
51,group 3,164,41.5,male
52,group 3,164,42.4,male
53,group 3,164,43.2,male
54,group 3,164,44.7,male
55,group 3,164,44,male
56,group 3,164,43.6,male
57,group 3,164,44,male
58,group 3,164,44.1,male
59,group 3,164,41.7,male
60,group 3,164,40.9,male
61,group 3,164,42.6,male
62,group 3,164,42.4,male
63,group 3,164,43.1,male
64,group 3,164,42.8,male
65,group 3,164,41.2,male
66,group 3,164,41,male
67,group 3,164,39.7,male
68,group 3,164,40.1,male
69,group 3,164,39.8,male
70,group 3,164,38.8,male
71,group 3,164,39.2,male
72,group 3,164,38.5,male
73,group 3,164,37.4,male
1,group 3,165,18.5,male
2,group 3,165,23.6,male
3,group 3,165,25.6,male
4,group 3,165,26.8,male
5,group 3,165,28,male
6,group 3,165,30,male
7,group 3,165,32.8,male
8,group 3,165,31.3,male
9,group 3,165,32.8,male
10,group 3,165,35,male
11,group 3,165,36.1,male
12,group 3,165,35.9,male
13,group 3,165,36.7,male
14,group 3,165,36.9,male
15,group 3,165,36.4,male
16,group 3,165,37.5,male
17,group 3,165,39.3,male
18,group 3,165,40.9,male
19,group 3,165,38.8,male
20,group 3,165,40.1,male
21,group 3,165,39.3,male
22,group 3,165,40.6,male
23,group 3,165,39.4,male
24,group 3,165,39.7,male
25,group 3,165,39,male
26,group 3,165,36.5,male
27,group 3,165,38.5,male
28,group 3,165,38.5,male
29,group 3,165,37.7,male
30,group 3,165,38.9,male
31,group 3,165,38.8,male
32,group 3,165,37,male
33,group 3,165,37.6,male
34,group 3,165,41.9,male
35,group 3,165,39.2,male
36,group 3,165,39.9,male
37,group 3,165,40.9,male
38,group 3,165,43,male
39,group 3,165,40,male
40,group 3,165,40.8,male
41,group 3,165,42.4,male
42,group 3,165,43,male
43,group 3,165,44.1,male
44,group 3,165,43.8,male
45,group 3,165,43.3,male
46,group 3,165,45.2,male
47,group 3,165,46.1,male
48,group 3,165,45.6,male
49,group 3,165,44.7,male
50,group 3,165,45.4,male
51,group 3,165,43.7,male
52,group 3,165,43.8,male
53,group 3,165,43.2,male
54,group 3,165,46.4,male
55,group 3,165,47.3,male
56,group 3,165,44.8,male
57,group 3,165,45.6,male
58,group 3,165,46.3,male
59,group 3,165,47.7,male
60,group 3,165,45.8,male
61,group 3,165,47,male
62,group 3,165,47.6,male
63,group 3,165,47.7,male
64,group 3,165,44.1,male
65,group 3,165,45.7,male
66,group 3,165,44.8,male
67,group 3,165,47.1,male
68,group 3,165,46.9,male
69,group 3,165,47.2,male
70,group 3,165,46.1,male
71,group 3,165,45.2,male
72,group 3,165,43,male
73,group 3,165,38.8,male
1,group 3,166,19.6,male
2,group 3,166,23.6,male
3,group 3,166,26.6,male
4,group 3,166,25.5,male
5,group 3,166,27.1,male
6,group 3,166,28.7,male
7,group 3,166,30,male
8,group 3,166,34.7,male
9,group 3,166,31.8,male
10,group 3,166,31.8,male
11,group 3,166,32.3,male
12,group 3,166,33.6,male
13,group 3,166,33.3,male
14,group 3,166,34.6,male
15,group 3,166,34,male
16,group 3,166,34.2,male
17,group 3,166,34.8,male
18,group 3,166,35.5,male
19,group 3,166,35.2,male
20,group 3,166,34.5,male
21,group 3,166,34.2,male
22,group 3,166,34.7,male
23,group 3,166,33.4,male
24,group 3,166,32.6,male
25,group 3,166,31.9,male
26,group 3,166,33.5,male
27,group 3,166,33.5,male
28,group 3,166,33.5,male
29,group 3,166,34.9,male
30,group 3,166,34.1,male
31,group 3,166,34.9,male
32,group 3,166,36,male
33,group 3,166,35.1,male
34,group 3,166,37.7,male
35,group 3,166,36.3,male
36,group 3,166,36.5,male
37,group 3,166,35.6,male
38,group 3,166,38.6,male
39,group 3,166,36.5,male
41,group 3,166,40.2,male
42,group 3,166,40.9,male
43,group 3,166,42.2,male
